primary_isin,year
US22906C1027,2018
US45031X2045,2021
US45031X2045,2020
US45031X2045,2019
US45031X2045,2018
US0044461004,2021
US0044461004,2020
US0044461004,2019
US0044461004,2018
US88146LAA17,2021
US88146LAA17,2020
US88146LAA17,2019
US88146LAA17,2018
US00434W1053,2021
US00434W1053,2020
US00434W1053,2019
US00434W1053,2018
US03076C1062,2021
US03076C1062,2020
US03076C1062,2019
US03076C1062,2018
US92243A2006,2021
US92243A2006,2020
US92243A2006,2019
US92243A2006,2018
US2810201077,2021
US2810201077,2020
US2810201077,2019
US2810201077,2018
US4583341098,2021
US4583341098,2020
US4583341098,2019
US4583341098,2018
US0204091088,2021
US0204091088,2020
US0204091088,2019
US0204091088,2018
US29358P1012,2021
US29358P1012,2020
US29358P1012,2019
US29358P1012,2018
US40251W3097,2021
US40251W3097,2020
US40251W3097,2019
US40251W3097,2018
US64359T1097,2021
US64359T1097,2020
US64359T1097,2019
US64359T1097,2018
US4570301048,2021
US4570301048,2020
US4570301048,2019
US4570301048,2018
US4606081028,2021
US4606081028,2020
US4606081028,2019
US4606081028,2018
US7281173002,2021
US7281173002,2020
US7281173002,2019
US7281173002,2018
US7833321091,2021
US7833321091,2020
US7833321091,2019
US7833321091,2018
US19249M1027,2021
US19249M1027,2020
US19249M1027,2019
US19249M1027,2018
US13765N1072,2021
US13765N1072,2020
US13765N1072,2019
US13765N1072,2018
US9134831034,2021
US9134831034,2020
US9134831034,2019
US9134831034,2018
US36237H1014,2021
US36237H1014,2020
US36237H1014,2019
US36237H1014,2018
US16943W1053,2021
US16943W1053,2020
US16943W1053,2019
US16943W1053,2018
US37954JAA43,2021
US37954JAA43,2020
US37954JAA43,2019
US37954JAA43,2018
US26923H1014,2021
US26923H1014,2020
US26923H1014,2019
US26923H1014,2018
US0516422054,2021
US0516422054,2020
US0516422054,2019
US0516422054,2018
US00115AAA79,2021
US00115AAA79,2020
US00115AAA79,2019
US00115AAA79,2018
US784710AA32,2021
US784710AA32,2020
US784710AA32,2019
US784710AA32,2018
US8342EP1070,2021
US8342EP1070,2020
US8342EP1070,2019
US8342EP1070,2018
US024061AA12,2021
US024061AA12,2020
US024061AA12,2019
US024061AA12,2018
US36120RAA77,2021
US36120RAA77,2020
US36120RAA77,2019
US36120RAA77,2018
US62010A1051,2021
US62010A1051,2020
US62010A1051,2019
US62010A1051,2018
US12429T1043,2021
US12429T1043,2020
US12429T1043,2019
US12429T1043,2018
US475795AC41,2021
US475795AC41,2020
US475795AC41,2019
US475795AC41,2018
US6837971042,2021
US6837971042,2020
US6837971042,2019
US6837971042,2018
US84651P1003,2021
US84651P1003,2020
US84651P1003,2019
US84651P1003,2018
US83587F2020,2020
US83587F2020,2018
US83587F2020,2021
US83587F2020,2019
US33761G1040,2019
US33761G1040,2020
US33761G1040,2021
US33761G1040,2018
US1344291091,2019
US1344291091,2021
US1344291091,2018
US1344291091,2020
US8716551069,2021
US8716551069,2020
US8716551069,2018
US8716551069,2019
US2083051027,2020
US2083051027,2018
US2083051027,2019
US2083051027,2021
US91828V3087,2021
US91828V3087,2018
US91828V3087,2020
US91828V3087,2019
US3686781085,2020
US3686781085,2019
US3686781085,2021
US3686781085,2018
US4509121004,2021
US4509121004,2018
US4509121004,2020
US4509121004,2019
US12595DAA54,2021
US12595DAA54,2019
US12595DAA54,2018
US12595DAA54,2020
US8166581087,2020
US8166581087,2019
US8166581087,2018
US8166581087,2021
US3703341046,2021
US3703341046,2020
US3703341046,2019
US3703341046,2018
US0191181082,2021
US0191181082,2020
US0191181082,2019
US0191181082,2018
US4047291053,2020
US4047291053,2019
US4047291053,2018
US4047291053,2021
US67457L1008,2021
US67457L1008,2020
US67457L1008,2019
US67457L1008,2018
US4878361082,2020
US4878361082,2019
US4878361082,2018
US4878361082,2021
US9168961038,2021
US9168961038,2020
US9168961038,2019
US9168961038,2018
US18450P2002,2021
US18450P2002,2020
US18450P2002,2018
US18450P2002,2019
US74373P1084,2020
US74373P1084,2019
US74373P1084,2018
US74373P1084,2021
US8574771031,2020
US8574771031,2019
US8574771031,2018
US8574771031,2021
US74955L1035,2021
US74955L1035,2020
US74955L1035,2018
US74955L1035,2019
US98884U1088,2021
US98884U1088,2020
US98884U1088,2019
US98884U1088,2018
US0717731055,2021
US0717731055,2020
US0717731055,2019
US0717731055,2018
US88368Q2021,2021
US88368Q2021,2020
US88368Q2021,2019
US88368Q2021,2018
US30218U3068,2021
US30218U3068,2020
US30218U3068,2019
US30218U3068,2018
US9505901093,2021
US9505901093,2020
US9505901093,2019
US9505901093,2018
US24522P1030,2021
US24522P1030,2020
US24522P1030,2019
US24522P1030,2018
US05722G1004,2021
US05722G1004,2020
US05722G1004,2019
US05722G1004,2018
US6548891042,2021
US6548891042,2020
US6548891042,2019
US6548891042,2018
US6194301015,2021
US6194301015,2020
US6194301015,2019
US6194301015,2018
US0554821035,2021
US0554821035,2020
US0554821035,2019
US0554821035,2018
US22149T1025,2021
US22149T1025,2020
US22149T1025,2019
US22149T1025,2018
US15136X1028,2021
US15136X1028,2020
US15136X1028,2019
US15136X1028,2018
US2265521078,2021
US2265521078,2020
US2265521078,2019
US2265521078,2018
US8556681091,2021
US8556681091,2020
US8556681091,2019
US8556681091,2018
US87105L1044,2021
US87105L1044,2020
US87105L1044,2019
US87105L1044,2018
US81141R1005,2021
US81141R1005,2020
US81141R1005,2019
US81141R1005,2018
US18467T1043,2021
US18467T1043,2020
US18467T1043,2019
US18467T1043,2018
US63845R1077,2021
US63845R1077,2020
US63845R1077,2019
US63845R1077,2018
US6760791060,2021
US6760791060,2020
US6760791060,2019
US6760791060,2018
US8923351006,2021
US8923351006,2020
US8923351006,2019
US8923351006,2018
US3810131017,2021
US3810131017,2020
US3810131017,2019
US3810131017,2018
US8683581024,2021
US8683581024,2020
US8683581024,2019
US8683581024,2018
US9781661064,2021
US9781661064,2020
US9781661064,2019
US9781661064,2018
US5298981086,2021
US5298981086,2020
US5298981086,2019
US5298981086,2018
US58319P1084,2021
US58319P1084,2020
US58319P1084,2019
US58319P1084,2018
US1176651099,2021
US1176651099,2020
US1176651099,2019
US1176651099,2018
US92231M1099,2021
US92231M1099,2020
US92231M1099,2019
US92231M1099,2018
US2325772059,2021
US2325772059,2020
US2325772059,2019
US2325772059,2018
US1648652063,2021
US1648652063,2020
US1648652063,2019
US1648652063,2018
US9029251066,2021
US9029251066,2020
US9029251066,2019
US9029251066,2018
US5541531068,2021
US5541531068,2020
US5541531068,2019
US5541531068,2018
US1302221023,2021
US1302221023,2020
US1302221023,2019
US1302221023,2018
US9138371003,2021
US9138371003,2020
US9138371003,2019
US9138371003,2018
US5730751089,2021
US5730751089,2020
US5730751089,2019
US5730751089,2018
US9616842061,2021
US9616842061,2020
US9616842061,2019
US9616842061,2018
US7070511081,2021
US7070511081,2020
US7070511081,2019
US7070511081,2018
US86858W2008,2021
US86858W2008,2020
US86858W2008,2019
US86858W2008,2018
US8523123052,2021
US8523123052,2020
US8523123052,2019
US8523123052,2018
US96169B1008,2021
US96169B1008,2020
US96169B1008,2019
US96169B1008,2018
US25065D1000,2021
US25065D1000,2020
US25065D1000,2019
US25065D1000,2018
US40421W1062,2021
US40421W1062,2020
US40421W1062,2019
US40421W1062,2018
US03837C1062,2021
US03837C1062,2020
US03837C1062,2019
US03837C1062,2018
US5956261029,2021
US5956261029,2020
US5956261029,2019
US5956261029,2018
US65343HAA95,2021
US65343HAA95,2020
US65343HAA95,2019
US65343HAA95,2018
US4270965084,2018
US4270965084,2020
US4270965084,2021
US4270965084,2019
US2236226062,2018
US2236226062,2019
US2236226062,2020
US2236226062,2021
US67072V1035,2020
US67072V1035,2018
US67072V1035,2019
US67072V1035,2021
US20854L1089,2021
US20854L1089,2018
US20854L1089,2019
US20854L1089,2020
US45773H2013,2018
US45773H2013,2019
US45773H2013,2021
US45773H2013,2020
US3610861011,2020
US3610861011,2019
US3610861011,2021
US3610861011,2018
US92913C1062,2019
US92913C1062,2021
US92913C1062,2020
US92913C1062,2018
US56510D1063,2019
US56510D1063,2020
US56510D1063,2021
US56510D1063,2018
US01923A1097,2021
US01923A1097,2020
US01923A1097,2019
US01923A1097,2018
US3587481017,2018
US3587481017,2021
US3587481017,2020
US3587481017,2019
US2937121059,2019
US2937121059,2020
US2937121059,2018
US2937121059,2021
US50575Q1022,2021
US50575Q1022,2020
US50575Q1022,2019
US50575Q1022,2018
US7223042018,2020
US7223042018,2019
US7223042018,2018
US7223042018,2021
US42726M1062,2021
US42726M1062,2019
US42726M1062,2018
US42726M1062,2020
US6090313072,2020
US6090313072,2019
US6090313072,2021
US6090313072,2018
US5880561015,2021
US5880561015,2019
US5880561015,2018
US5880561015,2020
US85569C1071,2021
US85569C1071,2019
US85569C1071,2020
US85569C1071,2018
US24702R1014,2021
US24702R1014,2020
US24702R1014,2019
US24702R1014,2018
US4824702009,2021
US4824702009,2020
US4824702009,2019
US4824702009,2018
US0909451066,2020
US0909451066,2019
US0909451066,2021
US0909451066,2018
US65336K1034,2021
US65336K1034,2020
US65336K1034,2019
US65336K1034,2018
US0596901076,2021
US0596901076,2020
US0596901076,2019
US0596901076,2018
US41078W1009,2020
US41078W1009,2019
US41078W1009,2021
US41078W1009,2018
US5508191062,2021
US5508191062,2020
US5508191062,2019
US5508191062,2018
US64049M2098,2021
US64049M2098,2020
US64049M2098,2019
US64049M2098,2018
US55414P7024,2021
US55414P7024,2020
US55414P7024,2019
US55414P7024,2018
US67073X1081,2021
US67073X1081,2020
US67073X1081,2019
US67073X1081,2018
US6381041093,2021
US6381041093,2020
US6381041093,2019
US6381041093,2018
US5018621061,2021
US5018621061,2020
US5018621061,2019
US5018621061,2018
US8464258339,2021
US8464258339,2020
US8464258339,2019
US8464258339,2018
US92645B1035,2021
US92645B1035,2020
US92645B1035,2019
US92645B1035,2018
US5900491029,2021
US5900491029,2020
US5900491029,2019
US5900491029,2018
US34959E1091,2021
US34959E1091,2020
US34959E1091,2019
US34959E1091,2018
US0042251084,2021
US0042251084,2020
US0042251084,2019
US0042251084,2018
US8726251080,2021
US8726251080,2020
US8726251080,2019
US8726251080,2018
US7844131067,2021
US7844131067,2020
US7844131067,2019
US7844131067,2018
US4830591016,2021
US4830591016,2020
US4830591016,2019
US4830591016,2018
US7006661000,2021
US7006661000,2020
US7006661000,2019
US7006661000,2018
US0958771067,2021
US0958771067,2020
US0958771067,2019
US0958771067,2018
US0936711052,2021
US0936711052,2020
US0936711052,2019
US0936711052,2018
US9284973040,2021
US9284973040,2020
US9284973040,2019
US9284973040,2018
US9608781061,2021
US9608781061,2020
US9608781061,2019
US9608781061,2018
US40426A2087,2021
US40426A2087,2020
US40426A2087,2019
US40426A2087,2018
US4370801049,2021
US4370801049,2020
US4370801049,2019
US4370801049,2018
US4000952048,2021
US4000952048,2020
US4000952048,2019
US4000952048,2018
US74729T1016,2021
US74729T1016,2020
US74729T1016,2019
US74729T1016,2018
US74934Q1085,2021
US74934Q1085,2020
US74934Q1085,2019
US74934Q1085,2018
US67060U2087,2021
US67060U2087,2020
US67060U2087,2019
US67060U2087,2018
US7434941065,2021
US7434941065,2020
US7434941065,2019
US7434941065,2018
US7446743004,2021
US7446743004,2020
US7446743004,2019
US7446743004,2018
US15644G1040,2021
US15644G1040,2020
US15644G1040,2019
US15644G1040,2018
US2473681037,2021
US2473681037,2020
US2473681037,2019
US2473681037,2018
US4837091010,2021
US4837091010,2020
US4837091010,2019
US4837091010,2018
US72582G1094,2021
US72582G1094,2020
US72582G1094,2019
US72582G1094,2018
US80201E1082,2021
US80201E1082,2020
US80201E1082,2019
US80201E1082,2018
US05580M1080,2021
US05580M1080,2020
US05580M1080,2019
US05580M1080,2018
US74374T1097,2021
US74374T1097,2020
US74374T1097,2019
US74374T1097,2018
US7567641060,2021
US7567641060,2020
US7567641060,2019
US7567641060,2018
US92828Q1094,2021
US92828Q1094,2020
US92828Q1094,2019
US92828Q1094,2018
US0067391062,2021
US0067391062,2020
US0067391062,2019
US0067391062,2018
US71103B1026,2019
US71103B1026,2018
US71103B1026,2021
US71103B1026,2020
US4046091090,2020
US4046091090,2019
US4046091090,2021
US4046091090,2018
US01538RAC34,2019
US01538RAC34,2018
US01538RAC34,2021
US01538RAC34,2020
US6931491061,2020
US6931491061,2018
US6931491061,2019
US6931491061,2021
US09247X1019,2019
US09247X1019,2020
US09247X1019,2021
US09247X1019,2018
US0462201098,2019
US0462201098,2020
US0462201098,2021
US0462201098,2018
US1087631032,2020
US1087631032,2018
US1087631032,2021
US1087631032,2019
US25532M1053,2021
US25532M1053,2019
US25532M1053,2018
US25532M1053,2020
US8768511060,2020
US8768511060,2018
US8768511060,2021
US8768511060,2019
US1634281059,2021
US1634281059,2019
US1634281059,2018
US1634281059,2020
US0906783016,2018
US0906783016,2020
US0906783016,2021
US0906783016,2019
US878091BE69,2021
US878091BE69,2020
US878091BE69,2019
US878091BE69,2018
US9196391042,2021
US9196391042,2020
US9196391042,2019
US9196391042,2018
US79765R2A62,2020
US79765R2A62,2019
US79765R2A62,2018
US79765R2A62,2021
US0130911037,2020
US0130911037,2019
US0130911037,2018
US0130911037,2021
US7547301090,2021
US7547301090,2020
US7547301090,2019
US7547301090,2018
US54142F1021,2021
US54142F1021,2020
US54142F1021,2019
US54142F1021,2018
US86740P1084,2020
US86740P1084,2019
US86740P1084,2018
US86740P1084,2021
US33744V1035,2020
US33744V1035,2019
US33744V1035,2018
US33744V1035,2021
US6174464486,2021
US6174464486,2019
US6174464486,2020
US6174464486,2018
US70614W1009,2021
US70614W1009,2019
US70614W1009,2018
US70614W1009,2020
US54304F1066,2021
US54304F1066,2020
US54304F1066,2019
US54304F1066,2018
US8890391035,2021
US8890391035,2020
US8890391035,2019
US8890391035,2018
US8261761097,2021
US8261761097,2020
US8261761097,2019
US8261761097,2018
US16679L1098,2021
US16679L1098,2020
US16679L1098,2019
US16679L1098,2018
US0186803062,2021
US0186803062,2020
US0186803062,2019
US0186803062,2018
US75061P1021,2021
US75061P1021,2020
US75061P1021,2019
US75061P1021,2018
US8871512070,2021
US8871512070,2020
US8871512070,2019
US8871512070,2018
US42809H1077,2020
US42809H1077,2021
US42809H1077,2019
US42809H1077,2018
US00187E2037,2021
US00187E2037,2020
US00187E2037,2019
US00187E2037,2018
US03823M1009,2021
US03823M1009,2020
US03823M1009,2019
US03823M1009,2018
US03525N1090,2020
US03525N1090,2019
US03525N1090,2018
US03525N1090,2021
US81367P1012,2021
US81367P1012,2020
US81367P1012,2019
US81367P1012,2018
US6323813070,2021
US6323813070,2020
US6323813070,2019
US6323813070,2018
US9768267018,2021
US9768267018,2020
US9768267018,2019
US9768267018,2018
US0188021085,2021
US0188021085,2020
US0188021085,2019
US0188021085,2018
US74269U2033,2021
US74269U2033,2020
US74269U2033,2019
US74269U2033,2018
US7237871071,2021
US7237871071,2020
US7237871071,2019
US7237871071,2018
US6412557083,2021
US6412557083,2020
US6412557083,2019
US6412557083,2018
US7710491033,2021
US7710491033,2020
US7710491033,2019
US7710491033,2018
US3672201007,2021
US3672201007,2020
US3672201007,2019
US3672201007,2018
US48553T1060,2021
US48553T1060,2020
US48553T1060,2019
US48553T1060,2018
US00432CAA99,2021
US00432CAA99,2020
US00432CAA99,2019
US00432CAA99,2018
US2813471040,2021
US2813471040,2020
US2813471040,2019
US2813471040,2018
US7743411016,2021
US7743411016,2020
US7743411016,2019
US7743411016,2018
US79957L1008,2021
US79957L1008,2020
US79957L1008,2019
US79957L1008,2018
US6438471061,2021
US6438471061,2020
US6438471061,2019
US6438471061,2018
US2551041013,2021
US2551041013,2020
US2551041013,2019
US2551041013,2018
US05335B1008,2021
US05335B1008,2020
US05335B1008,2019
US05335B1008,2018
US68557K1097,2021
US68557K1097,2020
US68557K1097,2019
US68557K1097,2018
US8354384096,2021
US8354384096,2020
US8354384096,2019
US8354384096,2018
US66737P6007,2021
US66737P6007,2020
US66737P6007,2019
US66737P6007,2018
US89336Q2093,2021
US89336Q2093,2020
US89336Q2093,2019
US89336Q2093,2018
US1222951089,2021
US1222951089,2020
US1222951089,2019
US1222951089,2018
US46267X1081,2021
US46267X1081,2020
US46267X1081,2019
US46267X1081,2018
US6024961012,2021
US6024961012,2020
US6024961012,2019
US6024961012,2018
US7521821055,2021
US7521821055,2020
US7521821055,2019
US7521821055,2018
US4586831095,2021
US4586831095,2020
US4586831095,2019
US4586831095,2018
US7857652074,2021
US7857652074,2020
US7857652074,2019
US7857652074,2018
US03168L1052,2021
US03168L1052,2020
US03168L1052,2019
US03168L1052,2018
US36238T2033,2021
US36238T2033,2020
US36238T2033,2019
US36238T2033,2018
US2960561049,2021
US2960561049,2020
US2960561049,2019
US2960561049,2018
US72703D1000,2021
US72703D1000,2020
US72703D1000,2019
US72703D1000,2018
US0960651075,2019
US0960651075,2020
US0960651075,2018
US0960651075,2021
US30034W1062,2021
US30034W1062,2020
US30034W1062,2019
US30034W1062,2018
US5773451019,2021
US5773451019,2020
US5773451019,2019
US5773451019,2018
US2214851055,2021
US2214851055,2020
US2214851055,2019
US2214851055,2018
US04964A1034,2021
US04964A1034,2019
US04964A1034,2018
US04964A1034,2020
US8491633082,2021
US8491633082,2019
US8491633082,2018
US8491633082,2020
US98311A1051,2021
US98311A1051,2019
US98311A1051,2018
US98311A1051,2020
US87484T1088,2021
US87484T1088,2020
US87484T1088,2019
US87484T1088,2018
US85917W1027,2021
US85917W1027,2019
US85917W1027,2018
US85917W1027,2020
US98980L1017,2021
US98980L1017,2020
US98980L1017,2019
US98980L1017,2018
US1921761052,2021
US1921761052,2019
US1921761052,2018
US1921761052,2020
US4626841013,2020
US4626841013,2019
US4626841013,2018
US4626841013,2021
US00547W2089,2020
US00547W2089,2021
US00547W2089,2019
US00547W2089,2018
US5634201082,2021
US5634201082,2020
US5634201082,2019
US5634201082,2018
US05550J1016,2020
US05550J1016,2019
US05550J1016,2018
US05550J1016,2021
US10948C1071,2021
US10948C1071,2020
US10948C1071,2019
US10948C1071,2018
US0974881007,2021
US0974881007,2020
US0974881007,2019
US0974881007,2018
US6403761090,2021
US6403761090,2020
US6403761090,2019
US6403761090,2018
US4663671091,2021
US4663671091,2020
US4663671091,2019
US4663671091,2018
US9026333040,2021
US9026333040,2020
US9026333040,2019
US9026333040,2018
US36298E1047,2021
US36298E1047,2020
US36298E1047,2019
US36298E1047,2018
US7960601018,2021
US7960601018,2020
US7960601018,2019
US7960601018,2018
US76117WAA71,2021
US76117WAA71,2020
US76117WAA71,2019
US76117WAA71,2018
US7611236032,2021
US7611236032,2020
US7611236032,2019
US7611236032,2018
US7617131062,2021
US7617131062,2020
US7617131062,2019
US7617131062,2018
US544152AB75,2021
US544152AB75,2020
US544152AB75,2019
US544152AB75,2018
US2283091005,2021
US2283091005,2020
US2283091005,2019
US2283091005,2018
US58734P1057,2021
US58734P1057,2020
US58734P1057,2019
US58734P1057,2018
US68389X1054,2021
US68389X1054,2020
US68389X1054,2019
US68389X1054,2018
US05945K1025,2021
US05945K1025,2020
US05945K1025,2019
US05945K1025,2018
US8491091034,2021
US8491091034,2020
US8491091034,2019
US8491091034,2018
US0517741072,2021
US0517741072,2020
US0517741072,2019
US0517741072,2018
US78470V1089,2021
US78470V1089,2020
US78470V1089,2019
US78470V1089,2018
US89600B2016,2021
US89600B2016,2020
US89600B2016,2019
US89600B2016,2018
US9045722033,2021
US9045722033,2020
US9045722033,2019
US9045722033,2018
US7443752057,2021
US7443752057,2020
US7443752057,2019
US7443752057,2018
US74266R3021,2021
US74266R3021,2020
US74266R3021,2019
US74266R3021,2018
US7033431039,2021
US7033431039,2020
US7033431039,2019
US7033431039,2018
US210795PT12,2021
US210795PT12,2020
US210795PT12,2019
US210795PT12,2018
US0906211034,2021
US0906211034,2020
US0906211034,2019
US0906211034,2018
US1005571070,2021
US1005571070,2020
US1005571070,2019
US1005571070,2018
US00202H1086,2021
US00202H1086,2020
US00202H1086,2019
US00202H1086,2018
US1266501006,2021
US1266501006,2020
US1266501006,2019
US1266501006,2018
US8824911031,2021
US8824911031,2020
US8824911031,2019
US8824911031,2018
US4269271098,2021
US4269271098,2020
US4269271098,2019
US4269271098,2018
US2241221017,2021
US2241221017,2020
US2241221017,2019
US2241221017,2018
US25250T2096,2021
US25250T2096,2020
US25250T2096,2019
US25250T2096,2018
US8426321019,2021
US8426321019,2020
US8426321019,2019
US8426321019,2018
US45782D1000,2021
US45782D1000,2020
US45782D1000,2019
US45782D1000,2018
US6977381028,2021
US6977381028,2020
US6977381028,2019
US6977381028,2018
US85513Q1031,2021
US85513Q1031,2020
US85513Q1031,2019
US85513Q1031,2018
US1381031061,2021
US1381031061,2020
US1381031061,2019
US1381031061,2018
US7474021059,2021
US7474021059,2020
US7474021059,2019
US7474021059,2018
US09746Y1055,2021
US09746Y1055,2020
US09746Y1055,2019
US09746Y1055,2018
US67052NAA37,2021
US67052NAA37,2020
US67052NAA37,2019
US67052NAA37,2018
US6285302062,2021
US6285302062,2020
US6285302062,2019
US6285302062,2018
US00253XAA90,2021
US00253XAA90,2020
US00253XAA90,2019
US00253XAA90,2018
US72348P1049,2021
US72348P1049,2020
US72348P1049,2019
US72348P1049,2018
US01166VAA70,2021
US01166VAA70,2020
US01166VAA70,2019
US01166VAA70,2018
US21240XAA19,2021
US21240XAA19,2020
US21240XAA19,2019
US21240XAA19,2018
US45253Q1013,2021
US45253Q1013,2020
US45253Q1013,2019
US45253Q1013,2018
US3590591026,2021
US3590591026,2020
US3590591026,2019
US3590591026,2018
US4771431016,2021
US4771431016,2020
US4771431016,2019
US4771431016,2018
US8970513060,2021
US8970513060,2020
US8970513060,2019
US8970513060,2018
US6672804084,2021
US6672804084,2020
US6672804084,2019
US6672804084,2018
US8447411088,2021
US8447411088,2020
US8447411088,2019
US8447411088,2018
US8308791024,2021
US8308791024,2020
US8308791024,2019
US8308791024,2018
US90341W1080,2021
US90341W1080,2020
US90341W1080,2019
US90341W1080,2018
US00182C1036,2021
US00182C1036,2020
US00182C1036,2019
US00182C1036,2018
US98974V1070,2021
US98974V1070,2020
US98974V1070,2019
US98974V1070,2018
US6323471002,2021
US6323471002,2020
US6323471002,2019
US6323471002,2018
US00901B1052,2021
US00901B1052,2020
US00901B1052,2019
US00901B1052,2018
US2933061069,2021
US2933061069,2020
US2933061069,2019
US2933061069,2018
US03152W1099,2021
US03152W1099,2020
US03152W1099,2019
US03152W1099,2018
US0321591051,2021
US0321591051,2020
US0321591051,2019
US0321591051,2018
US6761182012,2021
US6761182012,2020
US6761182012,2019
US6761182012,2018
US3025781093,2021
US3025781093,2020
US3025781093,2019
US3025781093,2018
US7401891053,2021
US7401891053,2020
US7401891053,2019
US7401891053,2018
US8873891043,2021
US8873891043,2020
US8873891043,2019
US8873891043,2018
US01741R1023,2021
US01741R1023,2020
US01741R1023,2019
US01741R1023,2018
US8807791038,2021
US8807791038,2020
US8807791038,2019
US8807791038,2018
US2283681060,2021
US2283681060,2020
US2283681060,2019
US2283681060,2018
US5745991068,2021
US5745991068,2020
US5745991068,2019
US5745991068,2018
US4470111075,2021
US4470111075,2020
US4470111075,2019
US4470111075,2018
US53222Q1031,2021
US53222Q1031,2020
US53222Q1031,2019
US53222Q1031,2018
US69351T1060,2021
US69351T1060,2020
US69351T1060,2019
US69351T1060,2018
US4609813013,2021
US4609813013,2020
US4609813013,2019
US4609813013,2018
US5833341077,2021
US5833341077,2020
US5833341077,2019
US5833341077,2018
US1934593021,2021
US1934593021,2020
US1934593021,2019
US1934593021,2018
US7097541053,2021
US7097541053,2020
US7097541053,2019
US7097541053,2018
US7453323047,2021
US7453323047,2020
US7453323047,2019
US7453323047,2018
US34520U1034,2021
US34520U1034,2020
US34520U1034,2019
US34520U1034,2018
US05465C1009,2021
US05465C1009,2020
US05465C1009,2019
US05465C1009,2018
US7672921050,2021
US7672921050,2020
US7672921050,2019
US7672921050,2018
US53012L1089,2021
US53012L1089,2020
US53012L1089,2019
US53012L1089,2018
US8656461030,2021
US8656461030,2020
US8656461030,2019
US8656461030,2018
US69336V1017,2021
US69336V1017,2020
US69336V1017,2019
US69336V1017,2018
US6988841036,2021
US6988841036,2020
US6988841036,2019
US6988841036,2018
US00847G7051,2021
US00847G7051,2020
US00847G7051,2019
US00847G7051,2018
US7504911022,2021
US7504911022,2020
US7504911022,2019
US7504911022,2018
US18270P1093,2021
US18270P1093,2020
US18270P1093,2019
US18270P1093,2018
US5255582018,2021
US5255582018,2020
US5255582018,2019
US5255582018,2018
US82935W2061,2021
US82935W2061,2020
US82935W2061,2019
US82935W2061,2018
US0296162086,2021
US0296162086,2020
US0296162086,2019
US0296162086,2018
US78462K1025,2021
US78462K1025,2020
US78462K1025,2019
US78462K1025,2018
US9024941034,2021
US9024941034,2020
US9024941034,2019
US9024941034,2018
US7167681060,2021
US7167681060,2020
US7167681060,2019
US7167681060,2018
US91821K1016,2021
US91821K1016,2020
US91821K1016,2019
US91821K1016,2018
US1624561072,2021
US1624561072,2019
US1624561072,2020
US1624561072,2018
US7365088472,2019
US7365088472,2021
US7365088472,2020
US7365088472,2018
US05379B1070,2018
US05379B1070,2019
US05379B1070,2020
US05379B1070,2021
US74727K1025,2021
US74727K1025,2019
US74727K1025,2018
US74727K1025,2020
US3193951098,2021
US3193951098,2020
US3193951098,2018
US3193951098,2019
US90333L1026,2021
US90333L1026,2018
US90333L1026,2020
US90333L1026,2019
US02365V2051,2021
US02365V2051,2020
US02365V2051,2018
US02365V2051,2019
US35582T1088,2019
US35582T1088,2021
US35582T1088,2018
US35582T1088,2020
US4530962087,2020
US4530962087,2019
US4530962087,2018
US4530962087,2021
US677788AA92,2020
US677788AA92,2018
US677788AA92,2019
US677788AA92,2021
US23283M1018,2020
US23283M1018,2018
US23283M1018,2021
US23283M1018,2019
US3508912066,2021
US3508912066,2020
US3508912066,2019
US3508912066,2018
US3811191069,2021
US3811191069,2020
US3811191069,2018
US3811191069,2019
US2546872050,2021
US2546872050,2020
US2546872050,2019
US2546872050,2018
US5165482036,2021
US5165482036,2020
US5165482036,2019
US5165482036,2018
US7591411043,2021
US7591411043,2020
US7591411043,2019
US7591411043,2018
US7800811058,2020
US7800811058,2018
US7800811058,2021
US7800811058,2019
US47102X1054,2020
US47102X1054,2019
US47102X1054,2018
US47102X1054,2021
US3816391037,2021
US3816391037,2020
US3816391037,2019
US3816391037,2018
US4939391029,2021
US4939391029,2020
US4939391029,2019
US4939391029,2018
US82536T1079,2021
US82536T1079,2020
US82536T1079,2019
US82536T1079,2018
US65158N1028,2021
US65158N1028,2020
US65158N1028,2019
US65158N1028,2018
US65342K1051,2021
US65342K1051,2020
US65342K1051,2019
US65342K1051,2018
US2228161004,2021
US2228161004,2020
US2228161004,2019
US2228161004,2018
US30052C1071,2020
US30052C1071,2019
US30052C1071,2018
US30052C1071,2021
US29452E1010,2021
US29452E1010,2020
US29452E1010,2019
US29452E1010,2018
US1598641074,2021
US1598641074,2020
US1598641074,2019
US1598641074,2018
US7234841010,2021
US7234841010,2020
US7234841010,2019
US7234841010,2018
US2333311072,2021
US2333311072,2020
US2333311072,2018
US2333311072,2019
US445640AB18,2021
US445640AB18,2020
US445640AB18,2019
US445640AB18,2018
US0598151001,2021
US0598151001,2020
US0598151001,2019
US0598151001,2018
US166756AA45,2021
US166756AA45,2020
US166756AA45,2019
US166756AA45,2018
US7223041028,2020
US7223041028,2018
US7223041028,2021
US7223041028,2019
US8018271069,2021
US8018271069,2020
US8018271069,2019
US8018271069,2018
US5288771034,2021
US5288771034,2020
US5288771034,2019
US5288771034,2018
US4101421034,2021
US4101421034,2020
US4101421034,2019
US4101421034,2018
US92343E1029,2021
US92343E1029,2020
US92343E1029,2019
US92343E1029,2018
US46588H1133,2021
US46588H1133,2020
US46588H1133,2018
